Property ID,Price,City
135,367000,CityA
136,367500,CityA
137,368000,CityA
138,368500,CityA
139,369000,CityA
140,369500,CityA
141,370000,CityA
142,370500,CityA
143,371000,CityA
144,371500,CityA
145,372000,CityA
146,372500,CityA
147,373000,CityA
148,373500,CityA
149,374000,CityA
150,374500,CityA
151,375000,CityA
152,375500,CityA
153,376000,CityA
154,376500,CityA
155,377000,CityA
156,377500,CityA
157,378000,CityA
158,378500,CityA
159,379000,CityA
160,379500,CityA
161,380000,CityA
162,380500,CityA
163,381000,CityA
164,381500,CityA
165,382000,CityA
166,382500,CityA
167,383000,CityA
168,383500,CityA
169,384000,CityA
170,384500,CityA
171,385000,CityA
172,385500,CityA
173,386000,CityA
174,386500,CityA
175,387000,CityA
176,387500,CityA
177,388000,CityA
178,388500,CityA
179,389000,CityA
180,389500,CityA
181,390000,CityA
182,390500,CityA
183,391000,CityA
184,391500,CityA
185,392000,CityA
186,392500,CityA
187,393000,CityA
188,393500,CityA
189,394000,CityA
190,394500,CityA
191,395000,CityA
192,395500,CityA
193,396000,CityA
194,396500,CityA
195,397000,CityA
196,397500,CityA
197,398000,CityA
198,398500,CityA
199,399000,CityA
200,399500,CityA
201,400000,CityA
202,400500,CityA
203,401000,CityA
204,401500,CityA
205,402000,CityA
206,402500,CityA
207,403000,CityA
208,403500,CityA
209,404000,CityA
210,404500,CityA
211,405000,CityA
212,405500,CityA
213,406000,CityA
214,406500,CityA
215,407000,CityA
216,407500,CityA
217,408000,CityA
218,408500,CityA
219,409000,CityA
220,409500,CityA
221,410000,CityA
222,410500,CityA
223,411000,CityA
224,411500,CityA
225,412000,CityA
226,412500,CityA
227,413000,CityA
228,413500,CityA
229,414000,CityA
230,414500,CityA
231,415000,CityA
232,415500,CityA
233,416000,CityA
234,416500,CityA
235,417000,CityA
236,417500,CityA
237,418000,CityA
238,418500,CityA
239,419000,CityA
240,419500,CityA
241,420000,CityA
242,420500,CityA
243,421000,CityA
244,421500,CityA
245,422000,CityA
246,422500,CityA
247,423000,CityA
248,423500,CityA
249,424000,CityA
250,424500,CityA
251,425000,CityA
252,425500,CityA
253,426000,CityA
254,426500,CityA
255,427000,CityA
256,427500,CityA
257,428000,CityA
258,428500,CityA
259,429000,CityA
260,429500,CityA
261,430000,CityA
262,430500,CityA
263,431000,CityA
264,431500,CityA
265,432000,CityA
266,432500,CityA
267,433000,CityA
268,433500,CityA
269,434000,CityA
270,434500,CityA
271,435000,CityA
272,435500,CityA
273,436000,CityA
274,436500,CityA
275,437000,CityA
276,437500,CityA
277,438000,CityA
278,438500,CityA
279,439000,CityA
280,439500,CityA
281,440000,CityA
282,440500,CityA
283,441000,CityA
284,441500,CityA
285,442000,CityA
286,442500,CityA
287,443000,CityA
288,443500,CityA
289,444000,CityA
290,444500,CityA
291,445000,CityA
292,445500,CityA
293,446000,CityA
294,446500,CityA
295,447000,CityA
296,447500,CityA
297,448000,CityA
298,448500,CityA
299,449000,CityA
300,449500,CityA
301,450000,CityA
302,450500,CityA
303,451000,CityA
304,451500,CityA
305,452000,CityA
306,452500,CityA
307,453000,CityA
308,453500,CityA
309,454000,CityA
310,454500,CityA
311,455000,CityA
312,455500,CityA
313,456000,CityA
314,456500,CityA
315,457000,CityA
316,457500,CityA
317,458000,CityA
318,458500,CityA
319,459000,CityA
320,459500,CityA
321,460000,CityA
322,460500,CityA
323,461000,CityA
324,461500,CityA
325,462000,CityA
326,462500,CityA
327,463000,CityA
328,463500,CityA
329,464000,CityA
330,464500,CityA
331,465000,CityA
332,465500,CityA
333,466000,CityA
334,466500,CityA
335,467000,CityA
336,467500,CityA
337,468000,CityA
338,468500,CityA
339,469000,CityA
340,469500,CityA
341,470000,CityA
342,470500,CityA
343,471000,CityA
344,471500,CityA
345,472000,CityA
346,472500,CityA
347,473000,CityA
348,473500,CityA
349,474000,CityA
350,474500,CityA
351,475000,CityA
352,475500,CityA
353,476000,CityA
354,476500,CityA
355,477000,CityA
356,477500,CityA
357,478000,CityA
358,478500,CityA
359,479000,CityA
360,479500,CityA
361,480000,CityA
362,480500,CityA
363,481000,CityA
364,481500,CityA
365,482000,CityA
366,482500,CityA
367,483000,CityA
368,483500,CityA
369,484000,CityA
370,484500,CityA
371,485000,CityA
372,485500,CityA
373,486000,CityA
374,486500,CityA
375,487000,CityA
376,487500,CityA
377,488000,CityA
378,488500,CityA
379,489000,CityA
380,489500,CityA
381,490000,CityA
382,490500,CityA
383,491000,CityA
384,491500,CityA
385,492000,CityA
386,492500,CityA
387,493000,CityA
388,493500,CityA
389,494000,CityA
390,494500,CityA
391,495000,CityA
392,495500,CityA
393,496000,CityA
394,496500,CityA
395,497000,CityA
396,497500,CityA
397,498000,CityA
398,498500,CityA
399,499000,CityA
400,499500,CityA
401,500000,CityA
402,500500,CityA
403,501000,CityA
404,501500,CityA
405,502000,CityA
406,502500,CityA
407,503000,CityA
408,503500,CityA
409,504000,CityA
410,504500,CityA
411,505000,CityA
412,505500,CityA
413,506000,CityA
414,506500,CityA
415,507000,CityA
416,507500,CityA
417,508000,CityA
418,508500,CityA
419,509000,CityA
420,509500,CityA
421,510000,CityA
422,510500,CityA
423,511000,CityA
424,511500,CityA
425,512000,CityA
426,512500,CityA
427,513000,CityA
428,513500,CityA
429,514000,CityA
430,514500,CityA
431,515000,CityA
432,515500,CityA
433,516000,CityA
434,516500,CityA
435,517000,CityA
436,517500,CityA
437,518000,CityA
438,518500,CityA
439,519000,CityA
440,519500,CityA
441,520000,CityA
442,520500,CityA
443,521000,CityA
444,521500,CityA
445,522000,CityA
446,522500,CityA
447,523000,CityA
448,523500,CityA
449,524000,CityA
450,524500,CityA
451,525000,CityA
452,525500,CityA
453,526000,CityA
454,526500,CityA
455,527000,CityA
456,527500,CityA
457,528000,CityA
458,528500,CityA
459,529000,CityA
460,529500,CityA
461,530000,CityA
462,530500,CityA
463,531000,CityA
464,531500,CityA
465,532000,CityA
466,532500,CityA
467,533000,CityA
468,533500,CityA
469,534000,CityA
470,534500,CityA
471,535000,CityA
472,535500,CityA
473,536000,CityA
474,536500,CityA
475,537000,CityA
476,537500,CityA
477,538000,CityA
478,538500,CityA
479,539000,CityA
480,539500,CityA
481,540000,CityA
482,540500,CityA
483,541000,CityA
484,541500,CityA
485,542000,CityA
486,542500,CityA
487,543000,CityA
488,543500,CityA
489,544000,CityA
490,544500,CityA
491,545000,CityA
492,545500,CityA
493,546000,CityA
494,546500,CityA
495,547000,CityA
496,547500,CityA
497,548000,CityA
498,548500,CityA
499,549000,CityA
500,549500,CityA
501,550000,CityA
502,550500,CityA
503,551000,CityA
504,551500,CityA
505,552000,CityA
506,552500,CityA
507,553000,CityA
508,553500,CityA
509,554000,CityA
510,554500,CityA
511,555000,CityA
512,555500,CityA
513,556000,CityA
514,556500,CityA
515,557000,CityA
516,557500,CityA
517,558000,CityA
518,558500,CityA
519,559000,CityA
520,559500,CityA
521,560000,CityA
522,560500,CityA
523,561000,CityA
524,561500,CityA
525,562000,CityA
526,562500,CityA
527,563000,CityA
528,563500,CityA
529,564000,CityA
530,564500,CityA
531,565000,CityA
532,565500,CityA
533,566000,CityA
534,566500,CityA
535,567000,CityA
536,567500,CityA
537,568000,CityA
538,568500,CityA
539,569000,CityA
540,569500,CityA
541,570000,CityA
542,570500,CityA
543,571000,CityA
544,571500,CityA
545,572000,CityA
546,572500,CityA
547,573000,CityA
548,573500,CityA
549,574000,CityA
550,574500,CityA
551,575000,CityA
552,575500,CityA
553,576000,CityA
554,576500,CityA
555,577000,CityA
556,577500,CityA
557,578000,CityA
558,578500,CityA
559,579000,CityA
560,579500,CityA
561,580000,CityA
562,580500,CityA
563,581000,CityA
564,581500,CityA
565,582000,CityA
566,582500,CityA
567,583000,CityA
568,583500,CityA
569,584000,CityA
570,584500,CityA
571,585000,CityA
572,585500,CityA
573,586000,CityA
574,586500,CityA
575,587000,CityA
576,587500,CityA
577,588000,CityA
578,588500,CityA
579,589000,CityA
580,589500,CityA
581,590000,CityA
582,590500,CityA
583,591000,CityA
584,591500,CityA
585,592000,CityA
586,592500,CityA
587,593000,CityA
588,593500,CityA
589,594000,CityA
590,594500,CityA
591,595000,CityA
592,595500,CityA
593,596000,CityA
594,596500,CityA
595,597000,CityA
596,597500,CityA
597,598000,CityA
598,598500,CityA
599,599000,CityA
600,599500,CityA
601,600000,CityA
602,600500,CityA
603,601000,CityA
604,601500,CityA
605,602000,CityA
606,602500,CityA
607,603000,CityA
608,603500,CityA
609,604000,CityA
610,604500,CityA
611,605000,CityA
612,605500,CityA
613,606000,CityA
614,606500,CityA
615,607000,CityA
616,607500,CityA
617,608000,CityA
618,608500,CityA
619,609000,CityA
620,609500,CityA
621,610000,CityA
622,610500,CityA
623,611000,CityA
624,611500,CityA
625,612000,CityA
626,612500,CityA
627,613000,CityA
628,613500,CityA
629,614000,CityA
630,614500,CityA
631,615000,CityA
632,615500,CityA
633,616000,CityA
634,616500,CityA
635,617000,CityA
636,617500,CityA
637,618000,CityA
638,618500,CityA
639,619000,CityA
640,619500,CityA
641,620000,CityA
642,620500,CityA
643,621000,CityA
644,621500,CityA
645,622000,CityA
646,622500,CityA
647,623000,CityA
648,623500,CityA
649,624000,CityA
650,624500,CityA
651,625000,CityA
652,625500,CityA
653,626000,CityA
654,626500,CityA
655,627000,CityA
656,627500,CityA
657,628000,CityA
658,628500,CityA
659,629000,CityA
660,629500,CityA
661,630000,CityA
662,630500,CityA
663,631000,CityA
664,631500,CityA
665,632000,CityA
666,632500,CityA
667,633000,CityA
668,633500,CityA
669,634000,CityA
670,634500,CityA
671,635000,CityA
672,635500,CityA
673,636000,CityA
674,636500,CityA
675,637000,CityA
676,637500,CityA
677,638000,CityA
678,638500,CityA
679,639000,CityA
680,639500,CityA
681,640000,CityA
682,640500,CityA
683,641000,CityA
684,641500,CityA
685,642000,CityA
686,642500,CityA
687,643000,CityA
688,643500,CityA
689,644000,CityA
690,644500,CityA
691,645000,CityA
692,645500,CityA
693,646000,CityA
694,646500,CityA
695,647000,CityA
696,647500,CityA
697,648000,CityA
698,648500,CityA
699,649000,CityA
700,649500,CityA
701,650000,CityA
702,650500,CityA
703,651000,CityA
704,651500,CityA
705,652000,CityA
706,652500,CityA
707,653000,CityA
708,653500,CityA
709,654000,CityA
710,654500,CityA
711,655000,CityA
712,655500,CityA
713,656000,CityA
714,656500,CityA
715,657000,CityA
716,657500,CityA
717,658000,CityA
718,658500,CityA
719,659000,CityA
720,659500,CityA
721,660000,CityA
722,660500,CityA
723,661000,CityA
724,661500,CityA
725,662000,CityA
726,662500,CityA
727,663000,CityA
728,663500,CityA
729,664000,CityA
730,664500,CityA
731,665000,CityA
732,665500,CityA
733,666000,CityA
734,666500,CityA
735,667000,CityA
736,667500,CityA
737,668000,CityA
738,668500,CityA
739,669000,CityA
740,669500,CityA
741,670000,CityA
742,670500,CityA
743,671000,CityA
744,671500,CityA
745,672000,CityA
746,672500,CityA
747,673000,CityA
748,673500,CityA
749,674000,CityA
750,674500,CityA
751,675000,CityA
752,675500,CityA
753,676000,CityA
754,676500,CityA
755,677000,CityA
756,677500,CityA
757,678000,CityA
758,678500,CityA
759,679000,CityA
760,679500,CityA
761,680000,CityA
762,680500,CityA
763,681000,CityA
764,681500,CityA
765,682000,CityA
766,682500,CityA
767,683000,CityA
768,683500,CityA
769,684000,CityA
770,684500,CityA
771,685000,CityA
772,685500,CityA
773,686000,CityA
774,686500,CityA
775,687000,CityA
776,687500,CityA
777,688000,CityA
778,688500,CityA
779,689000,CityA
780,689500,CityA
781,690000,CityA
782,690500,CityA
783,691000,CityA
784,691500,CityA
785,692000,CityA
786,692500,CityA
787,693000,CityA
788,693500,CityA
789,694000,CityA
790,694500,CityA
791,695000,CityA
792,695500,CityA
793,696000,CityA
794,696500,CityA
795,697000,CityA
796,697500,CityA
797,698000,CityA
798,698500,CityA
799,699000,CityA
800,699500,CityA
801,700000,CityA
802,700500,CityA
803,701000,CityA
804,701500,CityA
805,702000,CityA
806,702500,CityA
807,703000,CityA
808,703500,CityA
809,704000,CityA
810,704500,CityA
811,705000,CityA
812,705500,CityA
813,706000,CityA
814,706500,CityA
815,707000,CityA
816,707500,CityA
817,708000,CityA
818,708500,CityA
819,709000,CityA
820,709500,CityA
821,710000,CityA
822,710500,CityA
823,711000,CityA
824,711500,CityA
825,712000,CityA
826,712500,CityA
827,713000,CityA
828,713500,CityA
829,714000,CityA
830,714500,CityA
831,715000,CityA
832,715500,CityA
833,716000,CityA
834,716500,CityA
835,717000,CityA
836,717500,CityA
837,718000,CityA
838,718500,CityA
839,719000,CityA
840,719500,CityA
841,720000,CityA
842,720500,CityA
843,721000,CityA
844,721500,CityA
845,722000,CityA
846,722500,CityA
847,723000,CityA
848,723500,CityA
849,724000,CityA
850,724500,CityA
851,725000,CityA
852,725500,CityA
853,726000,CityA
854,726500,CityA
855,727000,CityA
856,727500,CityA
857,728000,CityA
858,728500,CityA
859,729000,CityA
860,729500,CityA
861,730000,CityA
862,730500,CityA
863,731000,CityA
864,731500,CityA
865,732000,CityA
866,732500,CityA
867,733000,CityA
868,733500,CityA
869,734000,CityA
870,734500,CityA
871,735000,CityA
872,735500,CityA
873,736000,CityA
874,736500,CityA
875,737000,CityA
876,737500,CityA
877,738000,CityA
878,738500,CityA
879,739000,CityA
880,739500,CityA
881,740000,CityA
882,740500,CityA
883,741000,CityA
884,741500,CityA
885,742000,CityA
886,742500,CityA
887,743000,CityA
888,743500,CityA
889,744000,CityA
890,744500,CityA
891,745000,CityA
892,745500,CityA
893,746000,CityA
894,746500,CityA
895,747000,CityA
896,747500,CityA
897,748000,CityA
898,748500,CityA
899,749000,CityA
900,749500,CityA
901,750000,CityA
902,750500,CityA
903,751000,CityA
904,751500,CityA
905,752000,CityA
906,752500,CityA
907,753000,CityA
908,753500,CityA
909,754000,CityA
910,754500,CityA
911,755000,CityA
912,755500,CityA
913,756000,CityA
914,756500,CityA
915,757000,CityA
916,757500,CityA
917,758000,CityA
918,758500,CityA
919,759000,CityA
920,759500,CityA
921,760000,CityA
922,760500,CityA
923,761000,CityA
924,761500,CityA
925,762000,CityA
926,762500,CityA
927,763000,CityA
928,763500,CityA
929,764000,CityA
930,764500,CityA
931,765000,CityA
932,765500,CityA
933,766000,CityA
934,766500,CityA
935,767000,CityA
936,767500,CityA
937,768000,CityA
938,768500,CityA
939,769000,CityA
940,769500,CityA
941,770000,CityA
942,770500,CityA
943,771000,CityA
944,771500,CityA
945,772000,CityA
946,772500,CityA
947,773000,CityA
948,773500,CityA
949,774000,CityA
950,774500,CityA
951,775000,CityA
952,775500,CityA
953,776000,CityA
954,776500,CityA
955,777000,CityA
956,777500,CityA
957,778000,CityA
958,778500,CityA
959,779000,CityA
960,779500,CityA
961,780000,CityA
962,780500,CityA
963,781000,CityA
964,781500,CityA
965,782000,CityA
966,782500,CityA
967,783000,CityA
968,783500,CityA
969,784000,CityA
970,784500,CityA
971,785000,CityA
972,785500,CityA
973,786000,CityA
974,786500,CityA
975,787000,CityA
976,787500,CityA
977,788000,CityA
978,788500,CityA
979,789000,CityA
980,789500,CityA
981,790000,CityA
982,790500,CityA
983,791000,CityA
984,791500,CityA
985,792000,CityA
986,792500,CityA
987,793000,CityA
988,793500,CityA
989,794000,CityA
990,794500,CityA
991,795000,CityA
992,795500,CityA
993,796000,CityA
994,796500,CityA
995,797000,CityA
996,797500,CityA
997,798000,CityA
998,798500,CityA
999,799000,CityA
1000,799500,CityA
1001,800000,CityA
1002,800500,CityA
1003,801000,CityA
1004,801500,CityA
1005,802000,CityA
1006,802500,CityA
1007,803000,CityA
1008,803500,CityA
1009,804000,CityA
1010,804500,CityA
1011,805000,CityA
1012,805500,CityA
1013,806000,CityA
1014,806500,CityA
1015,807000,CityA
1016,807500,CityA
1017,808000,CityA
1018,808500,CityA
1019,809000,CityA
1020,809500,CityA
1021,810000,CityA
1022,810500,CityA
1023,811000,CityA
1024,811500,CityA
1025,812000,CityA
1026,812500,CityA
1027,813000,CityA
1028,813500,CityA
1029,814000,CityA
1030,814500,CityA
1031,815000,CityA
1032,815500,CityA
1033,816000,CityA
1034,816500,CityA
1035,817000,CityA
1036,817500,CityA
1037,818000,CityA
1038,818500,CityA
1039,819000,CityA
1040,819500,CityA
1041,820000,CityA
1042,820500,CityA
1043,821000,CityA
1044,821500,CityA
1045,822000,CityA
1046,822500,CityA
1047,823000,CityA
1048,823500,CityA
1049,824000,CityA
1050,824500,CityA
1051,825000,CityA
1052,825500,CityA
1053,826000,CityA
1054,826500,CityA
1055,827000,CityA
1056,827500,CityA
1057,828000,CityA
1058,828500,CityA
1059,829000,CityA
1060,829500,CityA
1061,830000,CityA
1062,830500,CityA
1063,831000,CityA
1064,831500,CityA
1065,832000,CityA
1066,832500,CityA
1067,833000,CityA
1068,833500,CityA
1069,834000,CityA
1070,834500,CityA
1071,835000,CityA
1072,835500,CityA
1073,836000,CityA
1074,836500,CityA
1075,837000,CityA
1076,837500,CityA
1077,838000,CityA
1078,838500,CityA
1079,839000,CityA
1080,839500,CityA
1081,840000,CityA
1082,840500,CityA
1083,841000,CityA
1084,841500,CityA
1085,842000,CityA
1086,842500,CityA
1087,843000,CityA
1088,843500,CityA
1089,844000,CityA
1090,844500,CityA
1091,845000,CityA
1092,845500,CityA
1093,846000,CityA
1094,846500,CityA
1095,847000,CityA
1096,847500,CityA
1097,848000,CityA
1098,848500,CityA
1099,849000,CityA
1100,849500,CityA
1101,850000,CityA
1102,850500,CityA
1103,851000,CityA
1104,851500,CityA
1105,852000,CityA
1106,852500,CityA
1107,853000,CityA
1108,853500,CityA
1109,854000,CityA
1110,854500,CityA
1111,855000,CityA
1112,855500,CityA
1113,856000,CityA
1114,856500,CityA
1115,857000,CityA
1116,857500,CityA
1117,858000,CityA
1118,858500,CityA
1119,859000,CityA
1120,859500,CityA
1121,860000,CityA
1122,860500,CityA
1123,861000,CityA
1124,861500,CityA
1125,862000,CityA
1126,862500,CityA
1127,863000,CityA
1128,863500,CityA
1129,864000,CityA
1130,864500,CityA
1131,865000,CityA
1132,865500,CityA
1133,866000,CityA
1134,866500,CityA
1135,867000,CityA
1136,867500,CityA
1137,868000,CityA
1138,868500,CityA
1139,869000,CityA
1140,869500,CityA
1141,870000,CityA
1142,870500,CityA
1143,871000,CityA
1144,871500,CityA
1145,872000,CityA
1146,872500,CityA
1147,873000,CityA
1148,873500,CityA
1149,874000,CityA
1150,874500,CityA
1151,875000,CityA
1152,875500,CityA
1153,876000,CityA
1154,876500,CityA
1155,877000,CityA
1156,877500,CityA
1157,878000,CityA
1158,878500,CityA
1159,879000,CityA
1160,879500,CityA
1161,880000,CityA
1162,880500,CityA
1163,881000,CityA
1164,881500,CityA
1165,882000,CityA
1166,882500,CityA
1167,883000,CityA
1168,883500,CityA
1169,884000,CityA
1170,884500,CityA
1171,885000,CityA
1172,885500,CityA
1173,886000,CityA
1174,886500,CityA
1175,887000,CityA
1176,887500,CityA
1177,888000,CityA
1178,888500,CityA
1179,889000,CityA
1180,889500,CityA
1181,890000,CityA
1182,890500,CityA
1183,891000,CityA
1184,891500,CityA
1185,892000,CityA
1186,892500,CityA
1187,893000,CityA
1188,893500,CityA
1189,894000,CityA
1190,894500,CityA
1191,895000,CityA
1192,895500,CityA
1193,896000,CityA
1194,896500,CityA
1195,897000,CityA
1196,897500,CityA
1197,898000,CityA
1198,898500,CityA
1199,899000,CityA
1200,899500,CityA
1201,900000,CityA
1202,900500,CityA
1203,901000,CityA
1204,901500,CityA
1205,902000,CityA
1206,902500,CityA
1207,903000,CityA
1208,903500,CityA
1209,904000,CityA
1210,904500,CityA
1211,905000,CityA
1212,905500,CityA
1213,906000,CityA
1214,906500,CityA
1215,907000,CityA
1216,907500,CityA
1217,908000,CityA
1218,908500,CityA
1219,909000,CityA
1220,909500,CityA
1221,910000,CityA
1222,910500,CityA
1223,911000,CityA
1224,911500,CityA
1225,912000,CityA
1226,912500,CityA
1227,913000,CityA
1228,913500,CityA
1229,914000,CityA
1230,914500,CityA
1231,915000,CityA
1232,915500,CityA
1233,916000,CityA
1234,916500,CityA
1235,917000,CityA
1236,917500,CityA
1237,918000,CityA
1238,918500,CityA
1239,919000,CityA
1240,919500,CityA
1241,920000,CityA
1242,920500,CityA
1243,921000,CityA
1244,921500,CityA
1245,922000,CityA
1246,922500,CityA
1247,923000,CityA
1248,923500,CityA
1249,924000,CityA
1250,924500,CityA
1251,925000,CityA
1252,925500,CityA
1253,926000,CityA
1254,926500,CityA
1255,927000,CityA
1256,927500,CityA
1257,928000,CityA
1258,928500,CityA
1259,929000,CityA
1260,929500,CityA
1261,930000,CityA
1262,930500,CityA
1263,931000,CityA
1264,931500,CityA
1265,932000,CityA
1266,932500,CityA
1267,933000,CityA
1268,933500,CityA
1269,934000,CityA
1270,934500,CityA
1271,935000,CityA
1272,935500,CityA
1273,936000,CityA
1274,936500,CityA
1275,937000,CityA
1276,937500,CityA
1277,938000,CityA
1278,938500,CityA
1279,939000,CityA
1280,939500,CityA
1281,940000,CityA
1282,940500,CityA
1283,941000,CityA
1284,941500,CityA
1285,942000,CityA
1286,942500,CityA
1287,943000,CityA
1288,943500,CityA
1289,944000,CityA
1290,944500,CityA
1291,945000,CityA
1292,945500,CityA
1293,946000,CityA
1294,946500,CityA
1295,947000,CityA
1296,947500,CityA
1297,948000,CityA
1298,948500,CityA
1299,949000,CityA
1300,949500,CityA
1301,950000,CityA
1302,950500,CityA
1303,951000,CityA
1304,951500,CityA
1305,952000,CityA
1306,952500,CityA
1307,953000,CityA
1308,953500,CityA
1309,954000,CityA
1310,954500,CityA
1311,955000,CityA
1312,955500,CityA
1313,956000,CityA
1314,956500,CityA
1315,957000,CityA
1316,957500,CityA
1317,958000,CityA
1318,958500,CityA
1319,959000,CityA
1320,959500,CityA
1321,960000,CityA
1322,960500,CityA
1323,961000,CityA
1324,961500,CityA
1325,962000,CityA
1326,962500,CityA
1327,963000,CityA
1328,963500,CityA
1329,964000,CityA
1330,964500,CityA
1331,965000,CityA
1332,965500,CityA
1333,966000,CityA
1334,966500,CityA
1335,967000,CityA
1336,967500,CityA
1337,968000,CityA
1338,968500,CityA
1339,969000,CityA
1340,969500,CityA
1341,970000,CityA
1342,970500,CityA
1343,971000,CityA
1344,971500,CityA
1345,972000,CityA
1346,972500,CityA
1347,973000,CityA
1348,973500,CityA
1349,974000,CityA
1350,974500,CityA
1351,975000,CityA
1352,975500,CityA
1353,976000,CityA
1354,976500,CityA
1355,977000,CityA
1356,977500,CityA
1357,978000,CityA
1358,978500,CityA
1359,979000,CityA
1360,979500,CityA
1361,980000,CityA
1362,980500,CityA
1363,981000,CityA
1364,981500,CityA
1365,982000,CityA
1366,982500,CityA
1367,983000,CityA
1368,983500,CityA
1369,984000,CityA
1370,984500,CityA
1371,985000,CityA
1372,985500,CityA
1373,986000,CityA
1374,986500,CityA
1375,987000,CityA
1376,987500,CityA
1377,988000,CityA
1378,988500,CityA
1379,989000,CityA
1380,989500,CityA
1381,990000,CityA
1382,990500,CityA
1383,991000,CityA
1384,991500,CityA
1385,992000,CityA
1386,992500,CityA
1387,993000,CityA
1388,993500,CityA
1389,994000,CityA
1390,994500,CityA
1391,995000,CityA
1392,995500,CityA
1393,996000,CityA
1394,996500,CityA
1395,997000,CityA
1396,997500,CityA
1397,998000,CityA
1398,998500,CityA
1399,999000,CityA
1400,999500,CityA
1401,1000000,CityA
1402,1000500,CityA
1403,1001000,CityA
1404,1001500,CityA
1405,1002000,CityA
1406,1002500,CityA
1407,1003000,CityA
1408,1003500,CityA
1409,1004000,CityA
1410,1004500,CityA
1411,1005000,CityA
1412,1005500,CityA
1413,1006000,CityA
1414,1006500,CityA
1415,1007000,CityA
1416,1007500,CityA
1417,1008000,CityA
1418,1008500,CityA
1419,1009000,CityA
1420,1009500,CityA
1421,1010000,CityA
1422,1010500,CityA
1423,1011000,CityA
1424,1011500,CityA
1425,1012000,CityA
1426,1012500,CityA
1427,1013000,CityA
1428,1013500,CityA
1429,1014000,CityA
1430,1014500,CityA
1431,1015000,CityA
1432,1015500,CityA
1433,1016000,CityA
1434,1016500,CityA
1435,1017000,CityA
1436,1017500,CityA
1437,1018000,CityA
1438,1018500,CityA
1439,1019000,CityA
1440,1019500,CityA
1441,1020000,CityA
1442,1020500,CityA
1443,1021000,CityA
1444,1021500,CityA
1445,1022000,CityA
1446,1022500,CityA
1447,1023000,CityA
1448,1023500,CityA
1449,1024000,CityA
1450,1024500,CityA
1451,1025000,CityA
1452,1025500,CityA
1453,1026000,CityA
1454,1026500,CityA
1455,1027000,CityA
1456,1027500,CityA
1457,1028000,CityA
1458,1028500,CityA
1459,1029000,CityA
1460,1029500,CityA
1461,1030000,CityA
1462,1030500,CityA
1463,1031000,CityA
1464,1031500,CityA
1465,1032000,CityA
1466,1032500,CityA
1467,1033000,CityA
1468,1033500,CityA
1469,1034000,CityA
1470,1034500,CityA
1471,1035000,CityA
1472,1035500,CityA
1473,1036000,CityA
1474,1036500,CityA
1475,1037000,CityA
1476,1037500,CityA
1477,1038000,CityA
1478,1038500,CityA
1479,1039000,CityA
1480,1039500,CityA
1481,1040000,CityA
1482,1040500,CityA
1483,1041000,CityA
1484,1041500,CityA
1485,1042000,CityA
1486,1042500,CityA
1487,1043000,CityA
1488,1043500,CityA
1489,1044000,CityA
